Title,Type,Score,Score Count,Members,Rank,Popularity,Genres,Authors,Synopsis,Link,Date,Page
Hungry Heart: Wild Striker,TV,7.55,13144,24565,1633,4320,"Comedy, Slice of Life, Sports, Team Sports, Shounen",Nippon Animation,"As the younger brother of Japanese soccer star Seisuke Kanou, Kyousuke was always expected to grow as a soccer player at the same pace his brother did—an expectation that proved too difficult to meet. Having fallen behind, he now lives in the shadow of his brother's success.

Entering his freshman year at Jouyou Akanegaoka High School, Kyousuke vows never to play soccer again. However, Miki Tsujiwaki, the captain of the girls' soccer team, and Mori Kazuto, the manager of the boys' team, recognize Kyousuke's potential and want to see his return to the game for their own reasons.

With an opportunity to play soccer again, Kyousuke must either remain steadfast in his decision to abandon the sport he once loved, or allow himself to reignite that flame to become the best striker in the world.

[Written by MAL Rewrite]",https://myanimelist.net/anime/17/Hungry_Heart__Wild_Striker,19-11-2023,Top Anime
InuYasha Movie 4: Guren no Houraijima,Movie,7.55,49065,92599,1634,2112,"Action, Adventure, Fantasy, Romance, Historical, Mythology, Time Travel, Shounen",Sunrise,"Hourai is a mysterious island that appears for a limited period once every 50 years. Some say that the isle holds the secret of eternal youth; others believe that it brings disaster to their land. When Inuyasha's group saves a half-demon child from being hunted by a monstrous creature, they learn that her name is Ai and that she fled from Hourai. Surprisingly, the girl is an acquaintance of Inuyasha and begs him to rescue her friends, who are being held prisoner by vicious demons calling themselves the Four War Gods—an enemy Inuyasha remembers well.

Upon reaching Hourai, Ai's guests are horrified to discover that only a handful of orphans still inhabit the island and are destined to become sacrifices to increase the Four War Gods' powers. Furthermore, the victims bear their oppressors' enchanted mark, which prevents them from escaping. Defeating the four demons remains Inuyasha's most viable option, but their superiority in strength will require daring initiatives achievable only by the group's combined teamwork.

[Written by MAL Rewrite]",https://myanimelist.net/anime/449/InuYasha_Movie_4__Guren_no_Houraijima,19-11-2023,Top Anime
Aa! Megami-sama! Movie,Movie,7.54,22655,42587,1635,3285,"Comedy, Romance, Supernatural, Seinen",AIC,"For centuries, a god named Celestin has been imprisoned on the moon for betraying the kingdom of Yggdrasil. Released by the fairy Morgan Le Fey, Celestin travels to Earth to reunite with his former pupil, the goddess Belldandy. Things go awry as Celestin erases Belldandy's memories of her boyfriend Keiichi and uses her as a catalyst to wreak havoc on Earth and Yggdrasil.",https://myanimelist.net/anime/304/Aa_Megami-sama_Movie,19-11-2023,Top Anime
Afro Samurai Movie,Movie,7.54,33854,65072,1636,2615,"Action, Adventure, Gore, Samurai",Gonzo,A movie adaptation of the TV series.,https://myanimelist.net/anime/13709/Afro_Samurai_Movie,19-11-2023,Top Anime
Basilisk: Kouga Ninpou Chou,TV,7.54,77229,185453,1637,1237,"Action, Drama, Romance, Adult Cast, Gore, Historical, Martial Arts, Samurai, Seinen",Gonzo,"For centuries, the Iga and Kouga ninja clans have engaged in a bitter war. But when a ceasefire is ordered by the powerful warlord Ieyasu Tokugawa, the two clans are forced to put down their arms.

Years later, Gennosuke Kouga, heir of the Kouga clan, and Oboro Iga, heir of the Iga clan, have fallen in love. Through marriage, both heirs aim to bring peace to the clans. But their hopes are dashed when flames of rivalry between their clans are reignited, and they are dragged into another war.

Ieyasu's two grandsons have both claimed to be the next heir to the shogunate. To resolve this dispute, both the Kouga and Iga are ordered to send their 10 best warriors to fight in a bloody battle royale, with each clan representing one of the potential shogunate heirs. Two scrolls with the names of the fighters are given and are to be marked in blood upon the given fighter's death. The prize for winning is the favor of the Tokugawa shogunate for a thousand years. Torn between their love for each other and duty to their clans, Gennosuke and Oboro must ultimately decide the fate of their clans.

[Written by MAL Rewrite]",https://myanimelist.net/anime/67/Basilisk__Kouga_Ninpou_Chou,19-11-2023,Top Anime
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,Special,7.54,79283,139364,1638,1566,"Comedy, Sci-Fi, Parody",Bones,"A side-story of Darker than Black, also called Episode 26, that takes place during the events of Kuro no Keiyakusha. 

The Syndicate has another job for Hei and his team. This assignment involves the sought after possessions of a dead contractor, which are believed to have been buried beneath a cherry tree. Meanwhile, Misaki Kirihara and her team plan a trip to the Cherry Blossom festival.

[Written by MAL Rewrite]",https://myanimelist.net/anime/4182/Darker_than_Black__Kuro_no_Keiyakusha_-_Sakura_no_Hana_no_Mankai_no_Shita,19-11-2023,Top Anime
Demi-chan wa Kataritai,TV,7.54,212925,409045,1639,541,"Comedy, Fantasy, Mythology, School, Vampire, Seinen",A-1 Pictures,"High school biology teacher Tetsuo Takahashi may look like your average everyday instructor, but beneath his gentle appearance lies something less ordinary: his fascination for the ""Ajin,"" more commonly known as ""Demi."" Although these half-human, half-monster beings have integrated into human society, Takahashi believes that much about them will remain unknown unless he interacts with them firsthand.

Demi-chan wa Kataritai follows Takahashi's daily life in Shibasaki High School together with his three Demi students—Hikari Takanashi, an energetic vampire; Kyouko Machi, a gentle dullahan; and Yuki Kusakabe, the shy snow woman. Along the way, Takahashi also meets fellow teacher Sakie Satou, a succubus with an aversion towards men. To fulfill his goal of learning more about the Demi, Takahashi decides to conduct casual interviews with the girls to learn more about their abilities, psyche, and interaction with human society. As Takahashi strengthens his bond with his students, he soon discovers that the Demi are not as unusual as he initially believed.

[Written by MAL Rewrite]",https://myanimelist.net/anime/33988/Demi-chan_wa_Kataritai,19-11-2023,Top Anime
Doupo Cangqiong Specials,ONA,7.54,2768,5012,1640,8211,"Action, Adventure, Fantasy, Mythology",Motion Magic,"In a land where no magic is present. A land where the strong make the rules and weak have to obey. A land filled with alluring treasures and beauty, yet also filled with unforeseen danger. Three years ago, Xiao Yan, who had shown talents none had seen in decades, suddenly lost everything. His powers, his reputation, and his promise to his mother. What sorcery has caused him to lose all of his powers? And why has his fiancee suddenly shown up?

(Source: wuxiaworld.com)",https://myanimelist.net/anime/36561/Doupo_Cangqiong_Specials,19-11-2023,Top Anime
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,7.54,932174,1493713,1641,70,"Action, Adventure, Fantasy",J.C.Staff,"Life in the bustling city of Orario is never dull, especially for Bell Cranel, a naïve young man who hopes to become the greatest adventurer in the land. After a chance encounter with the lonely goddess, Hestia, his dreams become a little closer to reality. With her support, Bell embarks on a fantastic quest as he ventures deep within the city's monster-filled catacombs, known only as the ""Dungeon."" Death lurks around every corner in the cavernous depths of this terrifying labyrinth, and a mysterious power moves amidst the shadows.

Even on the surface, survival is a hard-earned privilege. Indeed, nothing is ever certain in a world where gods and humans live and work together, especially when they often struggle to get along. One thing is for sure, though: a myriad of blunders, triumphs and friendships awaits the dauntlessly optimistic protagonist of this herculean tale.

[Written by MAL Rewrite]",https://myanimelist.net/anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka,19-11-2023,Top Anime
Ginga Tetsudou 999 (Movie),Movie,7.54,7691,20017,1642,4714,"Adventure, Drama, Fantasy, Sci-Fi, Space",Toei Animation,"Tetsurou Hoshino is a boy bent on obtaining an immortal mechanical body in order to take revenge against his mother's murderer, the machine man Count Mecha. However, due to the incredible cost of obtaining what he seeks, his only hope is to steal a boarding pass for the Galaxy Express 999, a space train that travels across the galaxy and whose final stop is a planet where the metal replacements are provided for free. After swiping a pass, Tetsurou is pursued by the police and ends up collapsing into the arms of a mysterious woman named Maetel, who closely resembles his mother. Once he awakens, she tells the boy that she will provide him entry onto the 999 as long as he agrees to travel with her. Accepting her proposition, Tetsurou boards the cosmic railway with Maetel and begins a journey across the galaxy.

[Written by MAL Rewrite]",https://myanimelist.net/anime/1301/Ginga_Tetsudou_999_Movie,19-11-2023,Top Anime
Gokushufudou Part 2,ONA,7.54,79611,149706,1643,1480,"Comedy, Adult Cast, Gag Humor, Organized Crime",J.C.Staff,"Once a terrifying yakuza, ""Immortal Dragon"" Tatsu now continues to conquer the challenges of mundane life. While his beloved wife Miku works, Tatsu equips his trusted apron, takes care of their finances, hunts down the biggest store sales, and learns the way of a true househusband with the help of the neighborhood wives. Although Tatsu abandoned the life of violence, his former colleagues and enemies reappear around every corner—but this time only as rivals in homemaking ventures. Surrounded by a myriad of chores to occupy him, it seems that no matter how tough things get, Tatsu's undying perseverance prevails as he gives his tasks his absolute best.

[Written by MAL Rewrite]",https://myanimelist.net/anime/48707/Gokushufudou_Part_2,19-11-2023,Top Anime
So Ra No Wo To,TV,7.54,55150,160300,1644,1407,"Sci-Fi, Slice of Life, CGDCT, Iyashikei, Military, Music",A-1 Pictures,"On the outskirts of the country of Helvetia rests the tranquil town of Seize. Upon its cobbled streets, citizens go about their daily lives, undisturbed by the increasingly tense military relations between Helvetia and the neighboring Roman Empire.

It is under these circumstances that the 1121st platoon of the Helvetian army, stationed at the Clocktower Fortress in Seize, receives a new recruit in the young and spirited Kanata Sorami. Having joined the military to fulfill her dream of learning to play the bugle, she excitedly accepts the tutelage of the Sergeant Major, Rio Kazumiya, who happens to be a skilled trumpeter. Working alongside them are the aloof mechanic, Noël Kannagi, the feisty gunner, Kureha Suminoya, and the compassionate Captain Felicia Heideman; together, they experience the beauty of life in Seize and the lasting joy of a community that has persevered in spite of the crumbling world around them.

[Written by MAL Rewrite]",https://myanimelist.net/anime/6802/So_Ra_No_Wo_To,19-11-2023,Top Anime
Tensei shitara Ken deshita,TV,7.54,121638,250191,1645,934,"Action, Adventure, Fantasy, Isekai, Reincarnation",C2C,"A nameless sword wakes up to discover he has been reincarnated from his former life as a human. With his power of telekinesis, he moves around this new world, acquiring several skills and abilities. When the sword comes upon a forest filled with monsters, he meets a young girl fleeing from a beast. Grabbing the sword, the girl easily defeats the monster. After introducing herself as Fran, she names the sword ""Shishou"" and officially becomes his wielder.

The two set out to become adventurers, but unfortunately for Fran, she is a member of the Black Cat Tribe—a Beastkin group with a bad reputation. No member of this tribe has ever evolved into a mightier beast, but Fran plans to be the first and achieve her parents' dream. As Shishou promises to remain her sword until she attains her goal, they form an unstoppable partnership of impressive strength.

[Written by MAL Rewrite]",https://myanimelist.net/anime/49891/Tensei_shitara_Ken_deshita,19-11-2023,Top Anime
Tonari no Seki-kun,TV,7.54,105980,229605,1646,1010,"Comedy, School, Seinen",Shin-Ei Animation,"All Rumi Yokoi wants to do is focus during school, but she is constantly distracted by Toshinari Seki, her neighboring classmate. Paying attention during class is the least of Seki's worries, as he obsesses over intricate setups created using an assortment of items, from an elaborate domino course on his desk to a treacherous war played out with shogi pieces. Yokoi desperately attempts to focus in class, only to be repeatedly sucked into his intriguing eccentricities; however, they always seem to end up with her getting in trouble with their teacher. Fortunately, lessons will never be dull with Seki's antics around!

[Written by MAL Rewrite]",https://myanimelist.net/anime/18139/Tonari_no_Seki-kun,19-11-2023,Top Anime
Uchuu Patrol Luluco,TV,7.54,73730,149930,1647,1479,"Action, Adventure, Comedy, Space",Trigger,"Living an abnormal existence in Ogikubo, an intergalactic melting pot of humans and aliens as well as the only Space Immigration Zone on Earth, Luluco is a bubbly middle school girl who just wants to be normal. One morning, however, her father, who works at the Space Patrol, eats a volatile sleep capsule by mistake and is frozen solid! To make matters worse, Luluco accidentally breaks him, so she hurries off to his office for help. There, the chief of the Space Patrol, Over Justice, hires Luluco as a space temp worker for undercover investigations, so that the institution may crack down on crime within her school.

Made to don the Space Patrol suit and sent on her way to mete out justice, Luluco attempts to maintain the image of a normal girl who does not stand out in any way. But she soon discovers that with the automatic systems and inherently zealous judiciousness of the Space Patrol suit, continuing to be normal will be more difficult than she thought.

[Written by MAL Rewrite]",https://myanimelist.net/anime/32681/Uchuu_Patrol_Luluco,19-11-2023,Top Anime
Wu Dong Qian Kun 2nd Season,ONA,7.54,2049,4511,1648,8532,"Action, Adventure, Fantasy, Romance, Historical, Martial Arts",Motion Magic,Second season of Wu Dong Qian Kun.,https://myanimelist.net/anime/42266/Wu_Dong_Qian_Kun_2nd_Season,19-11-2023,Top Anime
Yamada-kun to 7-nin no Majo,TV,7.54,438206,772747,1649,238,"Comedy, Mystery, Romance, Supernatural, Harem, School, Shounen",LIDENFILMS,"When Ryuu Yamada entered high school, he wanted to turn over a new leaf and lead a productive school life. That is why he chose to attend Suzaku High School, where no one would know of his violent delinquent reputation. However, much to Ryuu's dismay, he is soon bored; now a second year, Ryuu has reverted to his old ways—lazy with abysmal grades and always getting into fights.

One day, back from yet another office visit, Ryuu encounters Urara Shiraishi, a beautiful honors student. A misstep causes them both to tumble down the stairs, ending in an accidental kiss! The pair discover they can switch bodies with a kiss: an ability which will prove to be both convenient and troublesome.

Learning of their new power, Toranosuke Miyamura, a student council officer and the single member of the Supernatural Studies Club, recruits them for the club. Soon joined by Miyabi Itou, an eccentric interested in all things supernatural, the group unearths the legend of the Seven Witches of Suzaku High, seven female students who have obtained different powers activated by a kiss. The Supernatural Studies Club embarks on its first quest: to find the identities of all the witches.

[Written by MAL Rewrite]",https://myanimelist.net/anime/28677/Yamada-kun_to_7-nin_no_Majo,19-11-2023,Top Anime
"Yondemasu yo, Azazel-san. Z",TV,7.54,20292,38231,1650,3488,"Comedy, Supernatural, Gag Humor, Mythology, Seinen",Production I.G,"The second season of Yondemasu yo, Azazel-san.",https://myanimelist.net/anime/16241/Yondemasu_yo_Azazel-san_Z,19-11-2023,Top Anime
Kakuriyo no Yadomeshi,TV,7.54,60109,163731,1651,1384,"Drama, Fantasy, Gourmet, Romance, Adult Cast, Isekai, Mythology, Josei",Gonzo,"Abandoned as a child by her mother, Aoi Tsubaki has always had the ability to see ""ayakashi""—spirits from the Hidden Realm. Shirou Tsubaki, her grandfather who shared the same ability, took her under his wing and taught her how to live with the ayakashi in peace. When her grandfather abruptly passes away, the independent Aoi must continue her college career, armed with only her knowledge in cooking as a means of protection against the human-eating spirits. In hopes that the ayakashi will not turn to her or other unknowing humans as a tasty meal, she takes it upon herself to feed the hungry creatures that cross her path.

After giving a mysterious ayakashi her lunch, Aoi is transported to the Hidden Realm, where the ayakashi reveals himself to be an ogre-god known as Oodanna, the ""Master Innkeeper."" There, she learns that she was used as collateral for her grandfather's debt of one hundred million yen, and that she must pay the price for her grandfather's careless decision by marrying Oodanna. Aoi valiantly refuses and decides to settle things on her own terms: she will pay off the debt herself by opening an eatery at Oodanna's inn.

Kakuriyo no Yadomeshi follows the journey of Aoi as she proceeds to change and touch the lives of the ayakashi through the one weapon she has against them—her delicious cooking.

[Written by MAL Rewrite]",https://myanimelist.net/anime/36754/Kakuriyo_no_Yadomeshi,19-11-2023,Top Anime
Kara no Kyoukai Remix: Gate of Seventh Heaven,Movie,7.54,19857,47377,1652,3098,"Action, Mystery, Romance, Suspense, Super Power",ufotable,"In August of 1995, Mikiya Kokutou meets a young kimono-clad woman named Shiki Ryougi. When he finds out that they go to the same school, he attempts to befriend her. Though her upbringing is unconventional and she herself is strange, Mikiya is not deterred, and Shiki gradually opens up to him. But Mikiya's life will be changed forever by this simple meeting, and in ways that he never imagined, as he begins to see a deadly side to his new friend...

[Written by MAL Rewrite]",https://myanimelist.net/anime/6624/Kara_no_Kyoukai_Remix__Gate_of_Seventh_Heaven,19-11-2023,Top Anime
Kidou Senshi Gundam 00 Special Edition,OVA,7.54,4041,11835,1653,5787,"Action, Drama, Sci-Fi, Mecha, Military",Sunrise,Condensed version of both the first and second seasons of Gundam 00 featuring some new animated sequences and some partially re-recorded dialogue.,https://myanimelist.net/anime/7270/Kidou_Senshi_Gundam_00_Special_Edition,19-11-2023,Top Anime
Kiniro Mosaic: Thank You!!,Movie,7.54,2442,12793,1654,5628,"Slice of Life, CGDCT, School","Studio Gokumi,             AXsiZ","Time flies when you're having fun, and it seems like only yesterday that Oomiya Shinobu was nervously waiting for her friend Alice Cartelet to arrive from England to study at Shinobu's school in Japan. Now, in their third and final year, Alice, Shinobu, Aya, and Youko have truly become the best of friends and even Karen, Honoka, and Kana are part of the gang as well. But since it's their last year, that means their time will be split between preparing for the big senior trip to Nara and Kyoto, and trying to make plans for whatever is to come next in their lives... and in Shinobu's case, that may mean something so amazing that she'd never even dared to dream it!

[Source: Sentai Filmworks)",https://myanimelist.net/anime/41471/Kiniro_Mosaic__Thank_You,19-11-2023,Top Anime
Konjiki no Gash Bell!!,TV,7.54,59721,124502,1655,1711,"Action, Adventure, Comedy, Fantasy, Mythology, Shounen",Toei Animation,"Takamine Kiyomaro, a depressed don't-care-about-the-world guy, was suddenly given a little demon named Gash Bell to take care of. Little does he know that Gash is embroiled into an intense fight to see who is the ruler of the demon world. All of the demons have to pick a master on Earth and duke it out with other demons until one survives. Needless to say, Kiyomaro becomes Gash's master, and through their many battles, Kiyomaro learns the importance of friendship and courage.",https://myanimelist.net/anime/250/Konjiki_no_Gash_Bell,19-11-2023,Top Anime
Mashiro no Oto,TV,7.54,58866,146925,1656,1502,"Drama, Music, School, Shounen",Shin-Ei Animation,"Setsu Sawamura runs away from his small home village following the death of his grandfather, the legendary shamisen master Matsugorou Sawamura. On his deathbed, Matsugorou told Setsu to give up the shamisen if he was only going to imitate others instead of playing in his own way. Grieving, Setsu heads for Tokyo, hoping that the big city can inspire him to discover his own unique playing style. But Tokyo defies his expectations by drowning out all other sounds with the deafening noise of its city life. 

Concerned about her son, Setsu's rich and successful mother, Umeko, waltzes back into his life and forces him to enroll in Umezono Academy. At the school, he meets Shuri Maeda, a girl who is fascinated by the Tsugaru shamisen and wishes to perform a song her grandmother once heard a long time ago. Shuri starts up a shamisen appreciation club and convinces Setsu to teach the members how to play the instrument. As he becomes more involved with the club, will Setsu be able to recover his love for the shamisen and discover the unique sound he lacks?

[Written by MAL Rewrite]",https://myanimelist.net/anime/42590/Mashiro_no_Oto,19-11-2023,Top Anime
Mitsudomoe: Oppai Ippai Mama Genki,Special,7.54,10076,18660,1657,4868,"Comedy, Gag Humor, School, Shounen",Bridge,A special unaired episode included in the 7th DVD/Blu-ray volume.,https://myanimelist.net/anime/9396/Mitsudomoe__Oppai_Ippai_Mama_Genki,19-11-2023,Top Anime
Mutsu Enmei Ryuu Gaiden: Shura no Toki,TV,7.54,9834,24239,1658,4341,"Action, Historical, Martial Arts, Samurai, Shounen",Studio Comet,"Legends tell of an invincible martial art known as Mutsu Enmei-Ryu, an unarmed style that allows the user to defeat any number of armed opponents using incredible speed and strength. This is the story of three generations of those who bear the name Mutsu, and their encounters and battles with the strongest fighters of their era. 

(Source: ANN)",https://myanimelist.net/anime/340/Mutsu_Enmei_Ryuu_Gaiden__Shura_no_Toki,19-11-2023,Top Anime
Net-juu no Susume,TV,7.54,242993,459352,1659,470,"Comedy, Romance, Adult Cast, Video Game",Signal.MD,"For the first time since graduating high school, 30-year-old Moriko Morioka is unemployed—and she couldn't be happier. Having quit her long-standing job of over 11 years, Moriko quickly turns to online games to pass her now-plentiful free time, reinventing herself as the handsome and dashing male hero ""Hayashi"" in the MMO Fruits de Mer. With the pesky societal obligations of the real world out of the way, she blissfully dives headfirst into the realm of the game, where she promptly meets the kind and adorable healer Lily. Befriending each other almost instantly, the two become inseparable just as Moriko herself becomes more and more engrossed in her new ""life"" as Hayashi. Eventually, Moriko adopts the reclusive lifestyle in its entirety, venturing out from the safety of her apartment only when absolutely necessary.

Meanwhile, unbeknownst to Moriko, a timid 28-year-old corporate worker named Yuuta Sakurai has also logged onto Fruits de Mer from the other side of town. Coincidentally bumping into each other at the convenience store one night, both write off their meeting as no more than just another awkward encounter with a stranger—however, fate has more in store for them than they think.

[Written by MAL Rewrite]",https://myanimelist.net/anime/36038/Net-juu_no_Susume,19-11-2023,Top Anime
Shin Tennis no Oujisama,TV,7.54,30814,62823,1660,2667,"Sports, School, Shounen","Production I.G,             M.S.C","Ryouma Echizen is one of 50 nationally ranked middle school tennis players to receive an invitation for the Japan U-17 tennis training camp. Previously open only to high school players, the exclusive regiment trains the best players in the country for the upcoming U-17 World Cup. The high schoolers are not pleased that these middle schoolers are allowed into the camp, but the middle schoolers easily overwhelm them before they are halted by the coaches.

The rules of the camp are soon explained: the players are split into one of 16 courts based on skill, with the best players occupying Court 1. Players move up and down courts based on ""shuffle matches"" that occur before practice begins each day. In anticipation of a game, the middle schoolers are asked to pair up with one another, only to find out that they would not be playing doubles with their partners. Instead, they are pitted against each other in a tiebreaker-style game. The winner of the match would be allowed to stay to further develop their skills whereas the loser would be sent home.

For the sake of tennis, friendships and camaraderie are all put on the line. As the fierce competition between the middle and high schoolers persists, the situations they find themselves in goes deeper than just playing to remain in the camp.

[Written by MAL Rewrite]",https://myanimelist.net/anime/11371/Shin_Tennis_no_Oujisama,19-11-2023,Top Anime
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,Movie,7.54,8330,16959,1661,5037,"Sports, School, Team Sports, Shounen",Toei Animation,"After losing the titanic match against Kainan High, Team Shohoku and a newly shaven Hanamichi Sakuragi are challenged to an exhibition match by virtual basketball unknowns Ryoukufu High. Coach Anzai sees this as an opportunity for Shohoku to regain their confidence, but Ryoukufu are revealed to have a newly assembled championship calibre lineup and may give Sakuragi & Co their toughest test yet.

(Source: ANN)",https://myanimelist.net/anime/2498/Slam_Dunk__Shouhoku_Saidai_no_Kiki_Moero_Sakuragi_Hanamichi,19-11-2023,Top Anime
"Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",ONA,7.53,14206,28526,1662,4026,"Comedy, Shounen",Artland,"An internet-only stand-alone special episode of Katekyou Hitman Reborn! on the Shounen-Jump website, where the main characters go to various tourist spots in Japan. It will be made available on DVD in July 2010, and extra scenes will be included.",https://myanimelist.net/anime/8532/Katekyou_Hitman_Reborn_Vongola_Family_Soutoujou_Vongola_Shiki_Shuugakuryokou_Kuru,19-11-2023,Top Anime
Kemono Friends,TV,7.53,32326,80594,1663,2297,"Adventure, Award Winning, Comedy, Fantasy, Anthropomorphic, Iyashikei",Yaoyorozu,"Japari Park is an untamed paradise where many humanoid animals, known as ""Friends,"" live their everyday lives in all corners of the natural environmental park.

One lazy afternoon in the savannah area, the energetic Serval encounters a peculiar new Friend. Curious, she swiftly takes down the Friend, named Kaban, to try and discover what species she is. To Serval's disappointment, not even Kaban herself knows the answer.

The two become friends and set out on a grand adventure through the many habitats, landmarks, and attractions of Japari Park. Their destination is the park library, where they hope to shed some light on Kaban’s identity. Along the way, they meet many other Friends, looking into their lives and helping them out. However, they soon begin to uncover the sinister reality behind the park and their own existence.

[Written by MAL Rewrite]",https://myanimelist.net/anime/33089/Kemono_Friends,19-11-2023,Top Anime
Kimagure Orange☆Road,TV,7.53,12642,47361,1664,3099,"Comedy, Drama, Romance, School, Super Power, Shounen",Pierrot,"Kyousuke Kasuga is no stranger to being the new kid at school. Despite only being a third-year middle schooler, he has spent his entire childhood avoiding those who discover his family's paranormal powers, and he has had to change schools seven times as a result. Upon catching a beautiful girl's hat, he becomes optimistic and hopes that he and his family have finally moved for the last time.

When Kyousuke gets to school, however, he learns a different story. The elegant girl he just met turns out to be none other than Madoka Ayukawa—also known as ""Madoka the Pick""—a delinquent known to smoke, drink, and get into fights. Her best friend is first-year Hikaru Hiyama, a childish and energetic girl who quickly falls in love with Kyousuke. Enamored with both girls, Kyousuke tries to balance a delicate triangle of emotions, all while dealing with the antics brought about by a family with paranormal powers.

[Written by MAL Rewrite]",https://myanimelist.net/anime/1087/Kimagure_Orange☆Road,19-11-2023,Top Anime
Kindaichi Shounen no Jikenbo Returns,TV,7.53,7305,18382,1665,4893,"Mystery, Shounen",Toei Animation,"High school student Hajime Kindaichi is the supposed grandson of famous private detective Kosuke Kindaichi. Visiting Hong Kong for a fashion event with Kindaichi, our hero's girlfriend Miyuki is captured by a stranger in a case of mistaken identity. The journey to save Miyuki itself leads to yet another crime case...

(Source: YTV)",https://myanimelist.net/anime/22817/Kindaichi_Shounen_no_Jikenbo_Returns,19-11-2023,Top Anime
Kuroko no Basket: Baka ja Katenai no yo!,OVA,7.53,26561,51594,1666,2972,"Sports, School, Team Sports, Shounen",Production I.G,"Bundled with the 25th volume of Kuroko no Basket manga. The anime based on the Baka Ja Katenai no yo (バカじゃ勝てないのよ) story that was featured in the manga's fifth volume.

(Source: ANN)",https://myanimelist.net/anime/19669/Kuroko_no_Basket__Baka_ja_Katenai_no_yo,19-11-2023,Top Anime
Mitsudomoe,TV,7.53,43591,106675,1667,1923,"Comedy, Gag Humor, School, Shounen",Bridge,"The 11-year-old Marui triplets could not be any more different. The oldest one, Mitsuba, is sadistic and kind of mature for her age. The middle one, Futaba, is perverted and very athletic and has the strength of a full-grown man. The youngest one, Hitoha, is generally very quiet and gentle but when push comes to shove, she might just be the strongest, the most perverted and the most sadistic out of the three.

The three are all in the same class, led by the newly graduated teacher Yabe Satoshi. He usually gets pushed around by the girls and, on occasion, abused but the triplets also try to lead him and the new school nurse, the clumsy Kuriyama Aiko, together. However, Yabe had no intention of dating Aiko and the methods the triplets use to accomplish their goal are highly unorthodox...",https://myanimelist.net/anime/7627/Mitsudomoe,19-11-2023,Top Anime
NieR:Automata Ver1.1a,TV,7.53,59219,258363,1668,904,"Action, Fantasy, Sci-Fi",A-1 Pictures,"In a post-apocalyptic world overrun by alien-crafted ""Machine Lifeforms,"" humanity is preparing for its last stand. Forced to retreat to the Moon for safety, humans are pinning their hopes on a group of man-made androids known as YoRHa soldiers. Led by the all-purpose battle android YoRHa 2-gou B-gata ""2B,"" the group will fight to take control of the Earth back from its invaders.

As war against the machines rages on, the YoRHa slowly begin to see the first shards of truth underlying the brutal conflict. Facing the harsh reality before her, the unwavering warrior 2B starts to question her very existence and just how much she must sacrifice for the sake of humanity.

[Written by MAL Rewrite]",https://myanimelist.net/anime/51105/NieR_Automata_Ver11a,19-11-2023,Top Anime
Nobunaga Concerto,TV,7.53,23041,58497,1669,2772,"Comedy, Romance, Historical, Time Travel, Shounen",Fuji TV,"""Who cares about what happened in Japan's past? It has nothing to do with my life.""

With these words, carefree high school student Saburou finds himself unceremoniously thrown back in time to the Sengoku Era, landing directly in front of the legendary general Nobunaga Oda. Nobunaga, on the run from his retainers and wishing to rest due to his frailty, beseeches Saburou to take his place, as the two bear an uncanny resemblance. Although Saburou is still confused by his surroundings, Nobunaga hurriedly provides the boy with the necessary items to prove that he is the bona fide feudal lord and makes a hasty getaway.

Now a stand-in for someone he doesn't even know all that much about—though his modern experiences and knowledge are sure to help him—Saburou begins his unexpected quest to pose as the man who attempted to unite all of Japan.

[Written by MAL Rewrite]",https://myanimelist.net/anime/24135/Nobunaga_Concerto,19-11-2023,Top Anime
One Piece Movie 04: Dead End no Bouken,Movie,7.53,56592,102363,1670,1970,"Action, Adventure, Fantasy, Shounen",Toei Animation,"Luffy and crew arrive at the harbour of Anabaru. The local casino is holding a competition in which the winner will obtain a huge monetary reward if he reaches the finishing line first. Nami is elated and decides to participate in the competition. However, there is a conspiracy going behind the competition and the mastermind is an ex-military commander, Gasparde. His plan is to lure all the pirates to the military base and send them to their deaths. Luffy and gang have to overcome the numerous tests and tribulations along the way to complete this dead-end adventure.

(Source: ANN)",https://myanimelist.net/anime/462/One_Piece_Movie_04__Dead_End_no_Bouken,19-11-2023,Top Anime
